mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,zero_crossing_rate,rms_energy,spectral_centroid,spectral_rolloff,spectral_bandwidth,tempo,harmonic,percussive,emotion,filename
-564.6325073242188,55.25874328613281,11.705855369567871,15.60683536529541,1.8975000381469727,16.026418685913086,-12.007429122924805,13.141866683959961,-17.81427574157715,11.499333381652832,-15.1685209274292,3.1854746341705322,-5.0122971534729,0.570608377456665,0.5284625887870789,0.5125091671943665,0.4262857139110565,0.3447304666042328,0.35371077060699463,0.5018008351325989,0.5892717242240906,0.5899231433868408,0.6694608926773071,0.6875416040420532,0.678443431854248,15.465995462919105,12.255778906813857,15.103513810855288,13.270447922668227,15.656996739394534,15.429015650549356,55.48452203400734,0.208349609375,0.004890410229563713,3483.167824859714,6900.646221454327,2753.278261394994,89.10290948275862,-3.5982413919555256e-06,-1.0562972420302685e-05,happy,happy.wav
-275.604736328125,99.42728424072266,20.7049617767334,25.63044548034668,2.129646062850952,1.2145507335662842,8.381484985351562,-1.2385249137878418,-3.59439754486084,-1.8215787410736084,-11.027572631835938,0.011330237612128258,-5.65487003326416,0.4140374958515167,0.4087125062942505,0.4782242774963379,0.6137827038764954,0.5771888494491577,0.37958696484565735,0.2727052867412567,0.2545490860939026,0.22208809852600098,0.21756628155708313,0.28676700592041016,0.31616178154945374,26.227163738007782,16.081011170232667,17.452837773308033,16.928085978505546,16.248729057762027,17.994498447667237,47.98881242252202,0.10179537259615384,0.06830804795026779,2269.840427457925,4589.388146033654,2416.70967827808,129.19921875,-3.95907318306854e-06,-8.718368917470798e-06,happy,happy1.wav
-521.6195068359375,83.86054992675781,41.35837173461914,16.19573211669922,6.843752384185791,10.435819625854492,-5.5160369873046875,12.065694808959961,-14.006905555725098,8.498333930969238,-9.448957443237305,6.857372283935547,-3.224980354309082,0.433512419462204,0.2677021622657776,0.19367308914661407,0.1910378783941269,0.18957096338272095,0.25534453988075256,0.49725812673568726,0.8689967393875122,0.485547810792923,0.33508673310279846,0.29326337575912476,0.3700161576271057,14.856040903470761,14.07174672772103,14.394533504604617,15.474671961406015,14.453950331310402,15.353074899304444,50.28064789869355,0.11042292668269231,0.0027131708338856697,2721.0607013284184,7011.542217548077,3053.647723756753,95.703125,-5.908331149839796e-05,-1.652262290008366e-05,happy,happy2.wav
-579.1983032226562,32.759429931640625,32.09099197387695,16.493534088134766,-13.92679214477539,-12.946310997009277,-33.73259353637695,0.0009031149093061686,-17.008869171142578,-5.263285160064697,-5.584765434265137,-0.8926971554756165,2.6385796070098877,0.4959776699542999,0.3758734166622162,0.30382445454597473,0.24873484671115875,0.25765523314476013,0.2890678644180298,0.27346423268318176,0.37339505553245544,0.3617571294307709,0.2804683744907379,0.33673393726348877,0.4719681441783905,15.933163487100984,15.335928816087009,18.601154195343437,18.840648483579375,17.791677811277975,19.26242279084484,52.02217693400762,0.26382211538461536,0.009525896050035954,3562.7243576630626,6369.521484375,2611.8686051947307,75.99954044117646,-1.269885069632437e-05,-6.15722046859446e-06,happy,happy3.wav
-306.9144287109375,99.70109558105469,-11.917387008666992,22.7325382232666,-5.129897594451904,10.02241325378418,-11.673107147216797,-9.811970710754395,-5.4066667556762695,8.231975555419922,-9.10236930847168,1.07517671585083,-5.223316192626953,0.6069904565811157,0.4960757791996002,0.3727835416793823,0.3723442554473877,0.4157131612300873,0.4082653820514679,0.4497653543949127,0.5363758206367493,0.5456756353378296,0.4649339020252228,0.5067556500434875,0.603274941444397,19.958132707021353,14.78245171074069,16.535040428221762,15.439325542952929,17.351370772417702,17.494222702840005,48.56249983818267,0.117578125,0.03443080559372902,2197.530153563292,4497.623572716346,2201.53771966715,184.5703125,-2.8419738100637915e-06,-1.3224219401308801e-05,happy,happy4.wav
-457.68792724609375,80.57603454589844,18.497100830078125,6.156956195831299,7.0646538734436035,-6.027967929840088,-4.151388645172119,1.7182338237762451,-12.735067367553711,-5.41896915435791,1.4518598318099976,-1.1211328506469727,-4.591989517211914,0.38517823815345764,0.390781968832016,0.4585740268230438,0.5077890753746033,0.533401370048523,0.523470938205719,0.637040913105011,0.5449183583259583,0.48321226239204407,0.5391206741333008,0.5085620284080505,0.4339982271194458,19.50755296978818,13.810077836068432,16.34814086528067,14.668462306727479,15.680997942485284,15.433840753347411,46.05163544804965,0.0740234375,0.019878076389431953,2183.1664329525333,4774.490872896635,2492.9571797526746,112.34714673913044,0.00044260555296204984,-2.1927020497969352e-05,happy,happy5.wav
-514.9963989257812,17.895639419555664,25.47121810913086,-0.9799487590789795,-12.019700050354004,11.82867431640625,-25.237934112548828,8.609599113464355,-16.198036193847656,-6.815130710601807,-10.853772163391113,-2.685716390609741,-11.438971519470215,0.3920137584209442,0.4440561830997467,0.37227410078048706,0.34083908796310425,0.3008347451686859,0.2742235064506531,0.32955628633499146,0.40620896220207214,0.48856401443481445,0.45343729853630066,0.4498075544834137,0.4292258322238922,17.25776352315248,16.998621024434403,19.301594703556567,17.67792198977378,17.431302930549602,18.492670574936096,51.05454070283599,0.32916541466346155,0.006970751564949751,4268.295939290371,7216.7702073317305,2757.323358106485,80.74951171875,-1.3175129424780607e-05,-9.92018794931937e-06,happy,happy6.wav
-582.5308837890625,27.99702262878418,14.914753913879395,12.12216567993164,2.8487415313720703,1.1507612466812134,-4.872552394866943,0.9094659686088562,-3.632402181625366,-0.2438744753599167,-2.757678747177124,-2.3214187622070312,-1.6921335458755493,0.6213952898979187,0.5943887829780579,0.5858014225959778,0.5810757279396057,0.5574129819869995,0.5143328905105591,0.5246130228042603,0.5720592737197876,0.7556286454200745,0.7721734642982483,0.7050445079803467,0.6585111021995544,19.14134495552818,11.092466245160683,13.286552713834764,12.92974989959202,14.377894630407097,13.933816341404722,45.66300707503989,0.2531963641826923,0.005516039207577705,3994.33191088437,7894.1550856370195,3157.065795207209,258.3984375,-2.2011254259268753e-05,-9.557444172969554e-06,happy,happy7.wav
-413.858642578125,52.159698486328125,5.430140972137451,-1.3830918073654175,-0.5892565250396729,15.780757904052734,-4.546011924743652,-2.7049601078033447,-6.6454548835754395,6.615297317504883,-18.0972843170166,-2.643981695175171,-10.121857643127441,0.4483987092971802,0.3646337389945984,0.4377518594264984,0.4767886698246002,0.6558529734611511,0.4027576744556427,0.24878175556659698,0.31979677081108093,0.4008648693561554,0.3872714638710022,0.46378540992736816,0.9181051254272461,29.456048958045134,11.985837429235833,13.304087192974633,16.811731386678552,17.310500992075706,15.194689839610954,50.70602238556992,0.23617037259615384,0.003348140511661768,3839.0524117305217,7995.940880408654,3129.500546366014,135.99917763157896,-9.421061804459896e-06,-2.0479639715631492e-05,happy,happy8.wav
-597.1123657226562,49.449485778808594,13.916412353515625,11.899094581604004,5.188345909118652,6.842516899108887,1.3276225328445435,3.7519493103027344,-2.240644693374634,2.3988966941833496,-2.1219239234924316,1.516278624534607,-1.956925868988037,0.6766106486320496,0.6680694222450256,0.7007902264595032,0.7359055876731873,0.7999605536460876,0.7084293961524963,0.7417810559272766,0.6922492384910583,0.6574754118919373,0.6415587663650513,0.6345459222793579,0.679111659526825,12.582943881566036,10.591568927752217,12.20496264255567,13.05035773133001,13.442243389514372,13.704914637803485,44.88361962100651,0.21673677884615383,0.0002976899268105626,3945.643057830073,8201.9970703125,3274.5214595376283,117.45383522727273,-5.2252387831686065e-05,-1.5255245671141893e-05,happy,happy9.wav
